1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
1  3  3  3  3  11 11 11 3  3  3  3  3  3  11 11 11 3  3  10 10 3  3  3  3  3  3  3  3  1  
1  3  9  0  0  2  2  2  2  2  2  3  9  0  0  18 0  2  2  2  2  2  2  3  13 0  12 0  3  1  
1  3  0  0  0  2  2  2  2  17 2  3  0  0  0  0  0  2  2  2  2  17 2  3  0  0  0  0  3  1  
1  11 0  0  0  2  2  2  2  2  2  3  0  0  0  2  2  2  2  2  2  2  2  3  2  2  2  2  3  1  
1  11 2  2  2  2  19 2  2  2  2  3  2  2  2  2  2  2  2  2  2  2  2  3  2  2  2  17 3  1  
1  11 2  4  0  0  0  0  2  2  2  3  2  2  2  2  2  2  2  2  2  2  2  3  10 10 3  3  3  1  
1  3  2  0  0  0  0  0  2  2  2  3  2  7  0  0  0  2  2  2  2  2  2  2  2  2  2  2  3  1  
1  3  2  2  2  2  2  2  2  2  2  3  2  0  0  0  0  2  2  2  2  2  2  2  2  2  2  2  3  1  
1  3  3  3  3  3  3  3  3  10 10 3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  3  1  
1  3  13 0  2  2  12 0  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  3  1  
1  3  0  0  2  2  0  0  3  2  2  2  2  2  17 2  2  2  2  2  2  2  2  2  2  14 0  0  3  1  
1  3  2  2  2  2  2  2  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  0  0  0  3  1  
1  3  16 0  2  2  2  2  10 2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  0  0  0  3  1  
1  3  0  0  2  2  2  2  10 2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  0  0  0  3  1  
1  3  0  0  2  2  17 2  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  0  0  0  3  1  
1  3  0  0  2  2  2  2  3  2  2  2  2  2  2  2  2  2  8  0  0  0  0  0  0  0  2  2  3  1  
1  3  3  3  3  3  3  3  3  3  10 10 3  3  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  3  9  0  0  2  2  2  2  2  2  2  2  2  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  11 0  0  0  2  17 2  2  2  2  2  2  2  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  11 0  0  0  2  2  2  2  20 2  2  2  2  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  11 2  2  2  2  2  2  2  2  2  2  2  2  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  3  2  2  2  2  2  2  2  2  6  0  0  0  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  3  2  5  0  0  0  0  2  2  0  0  0  0  3  2  2  2  0  0  0  0  0  0  0  0  2  2  3  1  
1  11 2  0  0  0  0  0  2  2  0  0  0  0  3  2  2  2  2  2  2  2  2  15 0  0  0  2  3  1  
1  11 2  0  0  0  0  0  2  2  0  0  0  0  3  2  2  2  2  2  2  2  2  0  0  0  0  2  3  1  
1  11 2  0  0  0  0  0  2  2  2  2  2  2  3  2  2  2  2  2  2  12 0  0  0  0  0  2  3  1  
1  3  2  2  2  2  2  2  2  2  2  2  2  2  3  2  2  2  2  2  2  0  0  0  0  0  0  2  3  1  
1  3  3  3  11 11 11 3  3  11 11 11 3  3  3  3  10 10 3  3  3  3  3  3  3  3  3  3  3  1  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
